lambda	x
8.900800000e-01	8.682723878e-01
8.900800000e-01	8.689377441e-01
8.900800000e-01	8.698812740e-01
8.900800000e-01	8.753124273e-01
8.900800000e-01	8.771486436e-01
8.900800000e-01	8.777629668e-01
8.900800000e-01	8.782391175e-01
8.900800000e-01	8.852424131e-01
8.900800000e-01	8.866218591e-01
8.900800000e-01	8.878161821e-01
8.900800000e-01	8.880794073e-01
8.900800000e-01	8.884268745e-01
8.900800000e-01	8.888631472e-01
8.901200000e-01	3.020750909e-01
8.901200000e-01	3.033848896e-01
8.901200000e-01	3.057819313e-01
8.901200000e-01	3.103265628e-01
8.901200000e-01	3.107367205e-01
8.901200000e-01	3.117210884e-01
8.901200000e-01	3.133123719e-01
8.901200000e-01	3.209497980e-01
8.901200000e-01	3.243641411e-01
8.901200000e-01	3.296116328e-01
8.901200000e-01	3.336942220e-01
8.901200000e-01	3.382376453e-01
8.901200000e-01	3.386348094e-01
8.901200000e-01	3.589567800e-01
8.901200000e-01	3.608095297e-01
8.901200000e-01	3.715945700e-01
8.901200000e-01	3.756194772e-01
8.901200000e-01	3.961206516e-01
8.901200000e-01	3.971568249e-01
8.901200000e-01	4.079967000e-01
8.901200000e-01	4.188255501e-01
8.901200000e-01	4.211048367e-01
8.901200000e-01	4.427732795e-01
8.901200000e-01	4.430811938e-01
8.901200000e-01	4.675740956e-01
8.901200000e-01	4.697864321e-01
8.901200000e-01	4.712389204e-01
8.901200000e-01	4.800805727e-01
8.901200000e-01	5.086939389e-01
8.901200000e-01	5.137477519e-01
8.901200000e-01	5.281340067e-01
8.901200000e-01	5.414535637e-01
8.901200000e-01	5.497854263e-01
8.901200000e-01	5.532758600e-01
8.901200000e-01	5.713136407e-01
8.901200000e-01	5.724704088e-01
8.901200000e-01	5.857664261e-01
8.901200000e-01	5.925211747e-01
8.901200000e-01	5.977985358e-01
8.901200000e-01	6.133504376e-01
8.901200000e-01	6.134805795e-01
8.901200000e-01	6.235038876e-01
8.901200000e-01	6.249537554e-01
8.901200000e-01	6.462459817e-01
8.901200000e-01	6.509801302e-01
8.901200000e-01	6.539065843e-01
8.901200000e-01	6.551253909e-01
8.901200000e-01	6.686006353e-01
8.901200000e-01	6.756796674e-01
8.901200000e-01	6.795372966e-01
8.901200000e-01	7.235176651e-01
8.901200000e-01	7.256450599e-01
8.901200000e-01	7.295065278e-01
8.901200000e-01	7.367138668e-01
8.901200000e-01	7.373569703e-01
8.901200000e-01	7.388954047e-01
8.901200000e-01	7.413674154e-01
8.901200000e-01	7.522456858e-01
8.901200000e-01	7.529729864e-01
8.901200000e-01	7.579572635e-01
8.901200000e-01	7.580214883e-01
8.901200000e-01	7.656102898e-01
8.901200000e-01	7.681482515e-01
8.901200000e-01	7.713706304e-01
8.901200000e-01	7.776319617e-01
8.901200000e-01	7.781717854e-01
8.901200000e-01	7.864933256e-01
8.901200000e-01	7.880835710e-01
8.901200000e-01	7.918546584e-01
8.901200000e-01	7.978133248e-01
8.901200000e-01	8.041582260e-01
8.901200000e-01	8.063659142e-01
8.901200000e-01	8.186723908e-01
8.901200000e-01	8.224131287e-01
8.901200000e-01	8.230250153e-01
8.901200000e-01	8.239556004e-01
8.901200000e-01	8.341498277e-01
8.901200000e-01	8.342767710e-01
8.901200000e-01	8.431393656e-01
8.901200000e-01	8.440638065e-01
8.901200000e-01	8.484365236e-01
8.901200000e-01	8.527828815e-01
8.901200000e-01	8.531967846e-01
8.901200000e-01	8.580038205e-01
8.901200000e-01	8.613326232e-01
8.901200000e-01	8.629183906e-01
8.901200000e-01	8.671498962e-01
8.901200000e-01	8.678742930e-01
8.901200000e-01	8.757735007e-01
8.901200000e-01	8.759270605e-01
8.901200000e-01	8.776815810e-01
8.901200000e-01	8.792548118e-01
8.901200000e-01	8.825824854e-01
8.901200000e-01	8.855054760e-01
8.901200000e-01	8.861132131e-01
8.901200000e-01	8.864889420e-01
8.901200000e-01	8.866454486e-01
8.901200000e-01	8.883776706e-01
8.901200000e-01	8.892899311e-01
8.901200000e-01	8.897880104e-01
8.901600000e-01	3.012922691e-01
8.901600000e-01	3.026196643e-01
8.901600000e-01	3.031413709e-01
8.901600000e-01	3.064508513e-01
8.901600000e-01	3.081906869e-01
8.901600000e-01	3.084113179e-01
8.901600000e-01	3.088149886e-01
8.901600000e-01	3.135694747e-01
8.901600000e-01	3.162478135e-01
8.901600000e-01	3.323305338e-01
8.901600000e-01	3.350309532e-01
8.901600000e-01	3.508352061e-01
8.901600000e-01	3.548015117e-01
8.901600000e-01	3.561158071e-01
8.901600000e-01	3.591132202e-01
8.901600000e-01	3.766534638e-01
8.901600000e-01	3.854472613e-01
8.901600000e-01	3.915556502e-01
8.901600000e-01	4.312910731e-01
8.901600000e-01	4.455574551e-01
8.901600000e-01	4.477911538e-01
8.901600000e-01	4.671109785e-01
8.901600000e-01	4.752258584e-01
8.901600000e-01	4.885696026e-01
8.901600000e-01	5.039717390e-01
8.901600000e-01	5.132600517e-01
8.901600000e-01	5.215108462e-01
8.901600000e-01	5.251579581e-01
8.901600000e-01	5.258455698e-01
8.901600000e-01	5.362663548e-01
8.901600000e-01	5.660802455e-01
8.901600000e-01	5.695595827e-01
8.901600000e-01	5.714645079e-01
8.901600000e-01	5.817958310e-01
8.901600000e-01	5.865561657e-01
8.901600000e-01	5.897315996e-01
8.901600000e-01	6.154867430e-01
8.901600000e-01	6.200586335e-01
8.901600000e-01	6.265437931e-01
8.901600000e-01	6.316868278e-01
8.901600000e-01	6.374690406e-01
8.901600000e-01	6.454455836e-01
8.901600000e-01	6.595814792e-01
8.901600000e-01	6.607793912e-01
8.901600000e-01	6.614339340e-01
8.901600000e-01	6.665903280e-01
8.901600000e-01	6.763686275e-01
8.901600000e-01	6.779058598e-01
8.901600000e-01	6.800844627e-01
8.901600000e-01	6.818111982e-01
8.901600000e-01	7.222727987e-01
8.901600000e-01	7.244362125e-01
8.901600000e-01	7.252830530e-01
8.901600000e-01	7.306095681e-01
8.901600000e-01	7.333781472e-01
8.901600000e-01	7.337276709e-01
8.901600000e-01	7.343662537e-01
8.901600000e-01	7.417984129e-01
8.901600000e-01	7.459123939e-01
8.901600000e-01	7.488608033e-01
8.901600000e-01	7.514603566e-01
8.901600000e-01	7.547086235e-01
8.901600000e-01	7.569793511e-01
8.901600000e-01	7.694951757e-01
8.901600000e-01	7.710078925e-01
8.901600000e-01	7.732639128e-01
8.901600000e-01	7.781134015e-01
8.901600000e-01	7.790007948e-01
8.901600000e-01	7.806163253e-01
8.901600000e-01	7.941960084e-01
8.901600000e-01	7.988392429e-01
8.901600000e-01	7.991438715e-01
8.901600000e-01	8.007560887e-01
8.901600000e-01	8.043818357e-01
8.901600000e-01	8.084289707e-01
8.901600000e-01	8.150635502e-01
8.901600000e-01	8.207387993e-01
8.901600000e-01	8.241590083e-01
8.901600000e-01	8.275894613e-01
8.901600000e-01	8.322127399e-01
8.901600000e-01	8.331361539e-01
8.901600000e-01	8.389980651e-01
8.901600000e-01	8.550241305e-01
8.901600000e-01	8.574518399e-01
8.901600000e-01	8.609313319e-01
8.901600000e-01	8.678194621e-01
8.901600000e-01	8.689899062e-01
8.901600000e-01	8.695025256e-01
8.901600000e-01	8.710473529e-01
8.901600000e-01	8.771715991e-01
8.901600000e-01	8.782131840e-01
8.901600000e-01	8.843886716e-01
8.901600000e-01	8.854126273e-01
8.901600000e-01	8.872272744e-01
8.901600000e-01	8.873811666e-01
8.901600000e-01	8.874652665e-01
8.901600000e-01	8.881281692e-01
8.901600000e-01	8.893877366e-01
8.901600000e-01	8.895861296e-01
8.901600000e-01	8.900907063e-01
8.902000000e-01	3.022002461e-01
8.902000000e-01	3.036047127e-01
8.902000000e-01	3.075600387e-01
8.902000000e-01	3.096370284e-01
8.902000000e-01	3.114974109e-01
8.902000000e-01	3.130327797e-01
8.902000000e-01	3.186204104e-01
8.902000000e-01	3.202307388e-01
8.902000000e-01	3.220435945e-01
8.902000000e-01	3.223022390e-01
8.902000000e-01	3.324650428e-01
8.902000000e-01	3.356885118e-01
8.902000000e-01	3.406220240e-01
8.902000000e-01	3.451447312e-01
8.902000000e-01	3.498056325e-01
8.902000000e-01	3.677884225e-01
8.902000000e-01	3.730540976e-01
8.902000000e-01	3.856696578e-01
8.902000000e-01	3.996416445e-01
8.902000000e-01	4.132843710e-01
8.902000000e-01	4.378106843e-01
8.902000000e-01	4.449568886e-01
8.902000000e-01	4.572245742e-01
8.902000000e-01	4.591213125e-01
8.902000000e-01	4.677078921e-01
8.902000000e-01	4.726630048e-01
8.902000000e-01	4.761907500e-01
8.902000000e-01	4.850374191e-01
8.902000000e-01	4.898869672e-01
8.902000000e-01	5.301514887e-01
8.902000000e-01	5.391186656e-01
8.902000000e-01	5.430393912e-01
8.902000000e-01	5.523958655e-01
8.902000000e-01	5.588742998e-01
8.902000000e-01	5.654397092e-01
8.902000000e-01	5.767806903e-01
8.902000000e-01	5.798211559e-01
8.902000000e-01	5.938296625e-01
8.902000000e-01	6.112986158e-01
8.902000000e-01	6.193991863e-01
8.902000000e-01	6.201688662e-01
8.902000000e-01	6.236102823e-01
8.902000000e-01	6.255660835e-01
8.902000000e-01	6.303629679e-01
8.902000000e-01	6.470082986e-01
8.902000000e-01	6.515773609e-01
8.902000000e-01	6.571078887e-01
8.902000000e-01	6.632725137e-01
8.902000000e-01	6.749731805e-01
8.902000000e-01	6.791124834e-01
8.902000000e-01	7.237865188e-01
8.902000000e-01	7.260661466e-01
8.902000000e-01	7.324100416e-01
8.902000000e-01	7.356960761e-01
8.902000000e-01	7.386128240e-01
8.902000000e-01	7.410010092e-01
8.902000000e-01	7.495463269e-01
8.902000000e-01	7.519662880e-01
8.902000000e-01	7.529477554e-01
8.902000000e-01	7.546675707e-01
8.902000000e-01	7.550509759e-01
8.902000000e-01	7.590594614e-01
8.902000000e-01	7.697187972e-01
8.902000000e-01	7.742079819e-01
8.902000000e-01	7.756380188e-01
8.902000000e-01	7.809247661e-01
8.902000000e-01	7.839524795e-01
8.902000000e-01	7.869174828e-01
8.902000000e-01	7.911615801e-01
8.902000000e-01	7.929270812e-01
8.902000000e-01	7.969373348e-01
8.902000000e-01	8.145091092e-01
8.902000000e-01	8.165814948e-01
8.902000000e-01	8.203396418e-01
8.902000000e-01	8.218304200e-01
8.902000000e-01	8.239170344e-01
8.902000000e-01	8.275130612e-01
8.902000000e-01	8.283040991e-01
8.902000000e-01	8.333924191e-01
8.902000000e-01	8.363348759e-01
8.902000000e-01	8.463202796e-01
8.902000000e-01	8.518035883e-01
8.902000000e-01	8.573704835e-01
8.902000000e-01	8.623569795e-01
8.902000000e-01	8.644276161e-01
8.902000000e-01	8.714539446e-01
8.902000000e-01	8.732641496e-01
8.902000000e-01	8.750165522e-01
8.902000000e-01	8.769235851e-01
8.902000000e-01	8.781670935e-01
8.902000000e-01	8.820749168e-01
8.902000000e-01	8.821741257e-01
8.902000000e-01	8.828691514e-01
8.902000000e-01	8.834860403e-01
8.902000000e-01	8.856230347e-01
8.902000000e-01	8.862092906e-01
8.902000000e-01	8.869191080e-01
8.902000000e-01	8.877108775e-01
8.902000000e-01	8.892166901e-01
8.902000000e-01	8.897507546e-01
8.902400000e-01	3.010048727e-01
8.902400000e-01	3.012814016e-01
8.902400000e-01	3.025744920e-01
8.902400000e-01	3.033196057e-01
8.902400000e-01	3.091429573e-01
8.902400000e-01	3.185259641e-01
8.902400000e-01	3.201234181e-01
8.902400000e-01	3.289614979e-01
8.902400000e-01	3.302009369e-01
8.902400000e-01	3.333811502e-01
8.902400000e-01	3.345107778e-01
8.902400000e-01	3.376751917e-01
8.902400000e-01	3.457762752e-01
8.902400000e-01	3.461574188e-01
8.902400000e-01	3.629925674e-01
8.902400000e-01	3.790903113e-01
8.902400000e-01	3.852702353e-01
8.902400000e-01	3.888894588e-01
8.902400000e-01	4.115599585e-01
8.902400000e-01	4.373002970e-01
8.902400000e-01	4.433167178e-01
8.902400000e-01	4.458386492e-01
8.902400000e-01	4.591407715e-01
8.902400000e-01	4.608870182e-01
8.902400000e-01	4.733120293e-01
8.902400000e-01	4.856088969e-01
8.902400000e-01	4.880588082e-01
8.902400000e-01	4.944590619e-01
8.902400000e-01	5.026047882e-01
8.902400000e-01	5.494427593e-01
8.902400000e-01	5.505334242e-01
8.902400000e-01	5.532334286e-01
8.902400000e-01	5.629693550e-01
8.902400000e-01	5.739637267e-01
8.902400000e-01	5.832274655e-01
8.902400000e-01	5.865469845e-01
8.902400000e-01	5.959232509e-01
8.902400000e-01	5.995884676e-01
8.902400000e-01	6.136698893e-01
8.902400000e-01	6.202044544e-01
8.902400000e-01	6.258466470e-01
8.902400000e-01	6.306062203e-01
8.902400000e-01	6.315409213e-01
8.902400000e-01	6.339631521e-01
8.902400000e-01	6.551655647e-01
8.902400000e-01	6.585428093e-01
8.902400000e-01	6.757851996e-01
8.902400000e-01	6.779818580e-01
8.902400000e-01	6.817876939e-01
8.902400000e-01	6.826004809e-01
8.902400000e-01	7.218676088e-01
8.902400000e-01	7.223199449e-01
8.902400000e-01	7.244278962e-01
8.902400000e-01	7.256371277e-01
8.902400000e-01	7.349502559e-01
8.902400000e-01	7.477324101e-01
8.902400000e-01	7.489636408e-01
8.902400000e-01	7.494374727e-01
8.902400000e-01	7.518393884e-01
8.902400000e-01	7.546637221e-01
8.902400000e-01	7.579046523e-01
8.902400000e-01	7.647844196e-01
8.902400000e-01	7.665528978e-01
8.902400000e-01	7.710373132e-01
8.902400000e-01	7.726116987e-01
8.902400000e-01	7.769701380e-01
8.902400000e-01	7.820784304e-01
8.902400000e-01	7.865467348e-01
8.902400000e-01	7.877770797e-01
8.902400000e-01	7.882730157e-01
8.902400000e-01	8.090411558e-01
8.902400000e-01	8.125566667e-01
8.902400000e-01	8.153007609e-01
8.902400000e-01	8.163470484e-01
8.902400000e-01	8.215654590e-01
8.902400000e-01	8.267842606e-01
8.902400000e-01	8.275135499e-01
8.902400000e-01	8.330365453e-01
8.902400000e-01	8.340773515e-01
8.902400000e-01	8.365525038e-01
8.902400000e-01	8.470235122e-01
8.902400000e-01	8.501223475e-01
8.902400000e-01	8.560987754e-01
8.902400000e-01	8.575357967e-01
8.902400000e-01	8.599823933e-01
8.902400000e-01	8.663145854e-01
8.902400000e-01	8.728772480e-01
8.902400000e-01	8.730251536e-01
8.902400000e-01	8.761620678e-01
8.902400000e-01	8.773839437e-01
8.902400000e-01	8.778196658e-01
8.902400000e-01	8.790450546e-01
8.902400000e-01	8.795221200e-01
8.902400000e-01	8.829157903e-01
8.902400000e-01	8.835276871e-01
8.902400000e-01	8.871128153e-01
8.902400000e-01	8.893303150e-01
8.902400000e-01	8.896136440e-01
8.902400000e-01	8.901051247e-01
8.902400000e-01	8.902101929e-01
8.902800000e-01	3.010478411e-01
8.902800000e-01	3.013884777e-01
8.902800000e-01	3.016549075e-01
8.902800000e-01	3.033594576e-01
8.902800000e-01	3.036706797e-01
8.902800000e-01	3.058554177e-01
8.902800000e-01	3.062794677e-01
8.902800000e-01	3.186686631e-01
8.902800000e-01	3.233760444e-01
8.902800000e-01	3.391438598e-01
8.902800000e-01	3.405774659e-01
8.902800000e-01	3.479429989e-01
8.902800000e-01	3.496774458e-01
8.902800000e-01	3.559791803e-01
8.902800000e-01	3.608205210e-01
8.902800000e-01	3.655445324e-01
8.902800000e-01	3.872675948e-01
8.902800000e-01	3.944826815e-01
8.902800000e-01	4.244498721e-01
8.902800000e-01	4.357225070e-01
8.902800000e-01	4.410294528e-01
8.902800000e-01	4.421157650e-01
8.902800000e-01	4.491104355e-01
8.902800000e-01	4.791490549e-01
8.902800000e-01	4.843339465e-01
8.902800000e-01	4.852191642e-01
8.902800000e-01	4.930792870e-01
8.902800000e-01	4.957063228e-01
8.902800000e-01	5.084227641e-01
8.902800000e-01	5.217149550e-01
8.902800000e-01	5.393713360e-01
8.902800000e-01	5.442946717e-01
8.902800000e-01	5.654681712e-01
8.902800000e-01	5.696339576e-01
8.902800000e-01	5.876376869e-01
8.902800000e-01	5.913378040e-01
8.902800000e-01	6.104629574e-01
8.902800000e-01	6.131926501e-01
8.902800000e-01	6.161230111e-01
8.902800000e-01	6.281457745e-01
8.902800000e-01	6.301427594e-01
8.902800000e-01	6.304817057e-01
8.902800000e-01	6.334670316e-01
8.902800000e-01	6.670053052e-01
8.902800000e-01	6.682610895e-01
8.902800000e-01	6.747201167e-01
8.902800000e-01	6.756386156e-01
8.902800000e-01	6.806612710e-01
8.902800000e-01	6.814450587e-01
8.902800000e-01	6.824466187e-01
8.902800000e-01	7.219703685e-01
8.902800000e-01	7.225274127e-01
8.902800000e-01	7.229625296e-01
8.902800000e-01	7.257342978e-01
8.902800000e-01	7.262381315e-01
8.902800000e-01	7.297554074e-01
8.902800000e-01	7.304341197e-01
8.902800000e-01	7.479994663e-01
8.902800000e-01	7.495148862e-01
8.902800000e-01	7.496864852e-01
8.902800000e-01	7.506956288e-01
8.902800000e-01	7.567054092e-01
8.902800000e-01	7.581537018e-01
8.902800000e-01	7.594972065e-01
8.902800000e-01	7.687657152e-01
8.902800000e-01	7.705310917e-01
8.902800000e-01	7.790019141e-01
8.902800000e-01	7.809351134e-01
8.902800000e-01	7.906168359e-01
8.902800000e-01	7.928353132e-01
8.902800000e-01	8.006970522e-01
8.902800000e-01	8.065238772e-01
8.902800000e-01	8.120296583e-01
8.902800000e-01	8.131590831e-01
8.902800000e-01	8.165225829e-01
8.902800000e-01	8.168999314e-01
8.902800000e-01	8.191043538e-01
8.902800000e-01	8.316916855e-01
8.902800000e-01	8.345804831e-01
8.902800000e-01	8.350277792e-01
8.902800000e-01	8.372078323e-01
8.902800000e-01	8.418110893e-01
8.902800000e-01	8.538788139e-01
8.902800000e-01	8.567500371e-01
8.902800000e-01	8.653210091e-01
8.902800000e-01	8.690619316e-01
8.902800000e-01	8.715160059e-01
8.902800000e-01	8.721900258e-01
8.902800000e-01	8.750456412e-01
8.902800000e-01	8.756002105e-01
8.902800000e-01	8.789265304e-01
8.902800000e-01	8.816740581e-01
8.902800000e-01	8.834785280e-01
8.902800000e-01	8.882091636e-01
8.902800000e-01	8.883706192e-01
8.902800000e-01	8.892019773e-01
8.902800000e-01	8.893203424e-01
8.902800000e-01	8.899683406e-01
8.902800000e-01	8.900695829e-01
8.902800000e-01	8.901990068e-01
8.903200000e-01	3.007432479e-01
8.903200000e-01	4.998168946e-01
8.903200000e-01	6.360162502e-01
8.903200000e-01	6.833142701e-01
8.903200000e-01	7.215039816e-01
8.903200000e-01	7.467142191e-01
8.903200000e-01	8.102667125e-01
8.903200000e-01	8.903198527e-01
8.903600000e-01	3.006679534e-01
8.903600000e-01	5.012084464e-01
8.903600000e-01	6.365571963e-01
8.903600000e-01	6.835081170e-01
8.903600000e-01	7.214129816e-01
8.903600000e-01	7.464523426e-01
8.903600000e-01	8.096748814e-01
8.903600000e-01	8.903535836e-01
8.904000000e-01	3.005602119e-01
8.904000000e-01	3.006908130e-01
8.904000000e-01	5.002889780e-01
8.904000000e-01	5.033722648e-01
8.904000000e-01	6.362380992e-01
8.904000000e-01	6.373828881e-01
8.904000000e-01	6.834135314e-01
8.904000000e-01	6.837973675e-01
8.904000000e-01	7.212687142e-01
8.904000000e-01	7.214828667e-01
8.904000000e-01	7.460445222e-01
8.904000000e-01	7.466300678e-01
8.904000000e-01	8.087477777e-01
8.904000000e-01	8.100821436e-01
8.904000000e-01	8.903500317e-01
8.904000000e-01	8.903996331e-01
8.904400000e-01	3.004674917e-01
8.904400000e-01	3.004744203e-01
8.904400000e-01	3.004796347e-01
8.904400000e-01	3.004892958e-01
8.904400000e-01	3.005012151e-01
8.904400000e-01	3.005216807e-01
8.904400000e-01	3.006437587e-01
8.904400000e-01	3.006903101e-01
8.904400000e-01	3.007199485e-01
8.904400000e-01	3.007453385e-01
8.904400000e-01	3.007595512e-01
8.904400000e-01	3.007789884e-01
8.904400000e-01	4.978344545e-01
8.904400000e-01	4.982909420e-01
8.904400000e-01	4.986249421e-01
8.904400000e-01	4.992220471e-01
8.904400000e-01	4.999197767e-01
8.904400000e-01	5.010171943e-01
8.904400000e-01	5.010275462e-01
8.904400000e-01	5.039038980e-01
8.904400000e-01	5.043890671e-01
8.904400000e-01	5.046717933e-01
8.904400000e-01	5.049010425e-01
8.904400000e-01	5.050248085e-01
8.904400000e-01	5.051892944e-01
8.904400000e-01	6.353458447e-01
8.904400000e-01	6.355163405e-01
8.904400000e-01	6.356410055e-01
8.904400000e-01	6.358637014e-01
8.904400000e-01	6.361236472e-01
8.904400000e-01	6.365318978e-01
8.904400000e-01	6.376023235e-01
8.904400000e-01	6.377817466e-01
8.904400000e-01	6.378862398e-01
8.904400000e-01	6.379709343e-01
8.904400000e-01	6.380166461e-01
8.904400000e-01	6.380773836e-01
8.904400000e-01	6.831268564e-01
8.904400000e-01	6.831840092e-01
8.904400000e-01	6.832257990e-01
8.904400000e-01	6.833004504e-01
8.904400000e-01	6.833875889e-01
8.904400000e-01	6.835244427e-01
8.904400000e-01	6.838832774e-01
8.904400000e-01	6.839434258e-01
8.904400000e-01	6.839784556e-01
8.904400000e-01	6.840068482e-01
8.904400000e-01	6.840221724e-01
8.904400000e-01	6.840425339e-01
8.904400000e-01	7.211489981e-01
8.904400000e-01	7.211603672e-01
8.904400000e-01	7.211689235e-01
8.904400000e-01	7.211847756e-01
8.904400000e-01	7.212043322e-01
8.904400000e-01	7.212379087e-01
8.904400000e-01	7.214381318e-01
8.904400000e-01	7.215144539e-01
8.904400000e-01	7.215630389e-01
8.904400000e-01	7.216046545e-01
8.904400000e-01	7.216279480e-01
8.904400000e-01	7.216598015e-01
8.904400000e-01	7.457034489e-01
8.904400000e-01	7.457345760e-01
8.904400000e-01	7.457580005e-01
8.904400000e-01	7.458013966e-01
8.904400000e-01	7.458549289e-01
8.904400000e-01	7.459468265e-01
8.904400000e-01	7.464945169e-01
8.904400000e-01	7.467031474e-01
8.904400000e-01	7.468359162e-01
8.904400000e-01	7.469496144e-01
8.904400000e-01	7.470132445e-01
8.904400000e-01	7.471002461e-01
8.904400000e-01	8.079694699e-01
8.904400000e-01	8.080408683e-01
8.904400000e-01	8.080945842e-01
8.904400000e-01	8.081940644e-01
8.904400000e-01	8.083167210e-01
8.904400000e-01	8.085271288e-01
8.904400000e-01	8.097725908e-01
8.904400000e-01	8.102513708e-01
8.904400000e-01	8.105526801e-01
8.904400000e-01	8.108103821e-01
8.904400000e-01	8.109544704e-01
8.904400000e-01	8.111513287e-01
